drug_name_raw,query_name,cid,smiles,mw,logp,iupac,source
Droperidol,Droperidol,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,379.4,3.5,"3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one",pubchem_rest
Duloxetine,Duloxetine,60835,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,297.4,4.3,(3S)-N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine,pubchem_rest
Dutasteride,Dutasteride,6918296,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,528.5,5.4,"(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-[2,5-bis(trifluoromethyl)phenyl]-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",pubchem_rest
Dyphylline,Dyphylline,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,254.24,-1.8,"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione",pubchem_rest
Ecamsule (Mexoryl SX),Ecamsule,146382,CC1(C2CCC1(C(=O)C2=CC3=CC=C(C=C3)C=C4C5CCC(C4=O)(C5(C)C)CS(=O)(=O)O)CS(=O)(=O)O)C,562.7,3.1,"[3-[[4-[[7,7-dimethyl-3-oxo-4-(sulfomethyl)-2-bicyclo[2.2.1]heptanylidene]methyl]phenyl]methylidene]-7,7-dimethyl-2-oxo-1-bicyclo[2.2.1]heptanyl]methanesulfonic acid",pubchem_rest
Ecdysterone,Ecdysterone,118701161,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O,480.6,0.5,"(2S,3R,10R,13R,14S,17S)-2,3,14-trihydroxy-10,13-dimethyl-17-[(3R)-2,3,6-trihydroxy-6-methylheptan-2-yl]-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one",pubchem_rest
Edoxaban,Edoxaban,10280735,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,548.1,1.4,"N'-(5-chloro-2-pyridinyl)-N-[(1S,2R,4S)-4-(dimethylcarbamoyl)-2-[(5-methyl-6,7-dihydro-4H-[1,3]thiazolo[5,4-c]pyridine-2-carbonyl)amino]cyclohexyl]oxamide",pubchem_rest
Edrophonium,Edrophonium,3202,CC[N+](C)(C)C1=CC(=CC=C1)O,166.24,1.8,ethyl-(3-hydroxyphenyl)-dimethylazanium,pubchem_rest
Efavirenz (EFV),Efavirenz,64139,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,315.67,4,"(4S)-6-chloro-4-(2-cyclopropylethynyl)-4-(trifluoromethyl)-1H-3,1-benzoxazin-2-one",pubchem_rest
Eletriptan,Eletriptan,77993,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,382.5,4.1,5-[2-(benzenesulfonyl)ethyl]-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indole,pubchem_rest
Embutramide,Embutramide,27453,CCC(CC)(CNC(=O)CCCO)C1=CC(=CC=C1)OC,293.4,2.7,N-[2-ethyl-2-(3-methoxyphenyl)butyl]-4-hydroxybutanamide,pubchem_rest
Emetine,Emetine,10219,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,480.6,4.7,"(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine",pubchem_rest
Empagliflozin,Empagliflozin,11949646,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,450.9,2,"(2S,3R,4R,5S,6R)-2-[4-chloro-3-[[4-[(3S)-oxolan-3-yl]oxyphenyl]methyl]phenyl]-6-(hydroxymethyl)oxane-3,4,5-triol",pubchem_rest
Emtricitabine,Emtricitabine,60877,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,247.25,-0.6,"4-amino-5-fluoro-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one",pubchem_rest
Enalapril,Enalapril,5388962,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,376.4,-0.1,(2S)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid,pubchem_rest
Encainide,Encainide,48041,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,352.5,4.3,4-methoxy-N-[2-[2-(1-methylpiperidin-2-yl)ethyl]phenyl]benzamide,pubchem_rest
Endrin,Endrin,12358480,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,380.9,3.7,"(1R,2R,3R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene",pubchem_rest
Enflurane,Enflurane,3226,C(C(OC(F)F)(F)F)(F)Cl,184.49,2.1,"2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane",pubchem_rest
Enfuvirtide,Enfuvirtide,16130199,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(=O)N)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC7=CC=CC=C7)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C,4492,-14.7,"(4S)-4-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-acetamido-3-(4-hydroxyphenyl)propanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]-3-methylpentanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]-3-methylpentanoyl]amino]-4-carboxybutanoyl]amino]-4-carboxybutanoyl]amino]-3-hydroxypropanoyl]amino]-5-amino-5-oxopentanoyl]amino]-4-amino-4-oxobutanoyl]amino]-5-amino-5-oxopentanoyl]amino]-5-amino-5-oxopentanoyl]amino]-5-[[(2S)-6-amino-1-[[(2S)-4-amino-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-4-amino-1-[[(2S)-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-1-oxohexan-2-yl]amino]-5-oxopentanoic acid",pubchem_rest
Enoxacin,Enoxacin,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,320.32,-0.2,"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid",pubchem_rest
Enoximone,Enoximone,53708,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,248.30,1.6,"4-methyl-5-(4-methylsulfanylbenzoyl)-1,3-dihydroimidazol-2-one",pubchem_rest
Enprofylline,Enprofylline,1676,CCCN1C2=C(C(=O)NC1=O)NC=N2,194.19,0.3,"3-propyl-7H-purine-2,6-dione",pubchem_rest
Entacapone,Entacapone,5281081,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,305.29,2.1,"(E)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide",pubchem_rest
Enzalutamide,Enzalutamide,15951529,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,464.4,3.6,"4-[3-[4-cyano-3-(trifluoromethyl)phenyl]-5,5-dimethyl-4-oxo-2-sulfanylideneimidazolidin-1-yl]-2-fluoro-N-methylbenzamide",pubchem_rest
Eperisone,Eperisone,3236,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,259.4,3.8,1-(4-ethylphenyl)-2-methyl-3-piperidin-1-ylpropan-1-one,pubchem_rest
Ephedrine,Ephedrine,9294,CC(C(C1=CC=CC=C1)O)NC,165.23,0.9,"(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol",pubchem_rest
Epinephrine (Adrenaline),Epinephrine,5816,CNCC(C1=CC(=C(C=C1)O)O)O,183.20,-1.4,"4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",pubchem_rest
Epirubicin,Epirubicin,41867,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,543.5,1.3,"(7S,9S)-7-[(2R,4S,5R,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",pubchem_rest
Eplerenone,Eplerenone,443872,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,414.5,1.4,"methyl (1R,2S,9R,10R,11S,14R,15S,17R)-2,15-dimethyl-5,5'-dioxospiro[18-oxapentacyclo[8.8.0.01,17.02,7.011,15]octadec-6-ene-14,2'-oxolane]-9-carboxylate",pubchem_rest
Eprosartan,Eprosartan,5281037,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,424.5,4.5,4-[[2-butyl-5-[(E)-2-carboxy-3-thiophen-2-ylprop-1-enyl]imidazol-1-yl]methyl]benzoic acid,pubchem_rest
Eptastigmine,Eptastigmine,65872,CCCCCCCNC(=O)OC1=CC2=C(C=C1)N(C3C2(CCN3C)C)C,359.5,3.6,"[(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-heptylcarbamate",pubchem_rest
Ergotamine,Ergotamine,8223,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,581.7,2,"(6aR,9R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",pubchem_rest
Ertapenem,Ertapenem,150610,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,475.5,-1.5,"(4R,5S,6S)-3-[(3S,5S)-5-[(3-carboxyphenyl)carbamoyl]pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",pubchem_rest
Erythromycin,Erythromycin,12560,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,733.9,2.7,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",pubchem_rest
Escitalopram,Escitalopram,146570,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,324.4,3.2,(1S)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile,pubchem_rest
Eslicarbazepine acetate,Eslicarbazepine acetate,179344,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,296.32,2,"[(5S)-11-carbamoyl-5,6-dihydrobenzo[b][1]benzazepin-5-yl] acetate",pubchem_rest
Esmolol,Esmolol,59768,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,295.37,1.9,methyl 3-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]propanoate,pubchem_rest
Esomeprazol,Esomeprazol,9568614,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,345.4,2.2,"6-methoxy-2-[(S)-(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",pubchem_rest
Estazolam,Estazolam,3261,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,294.74,1.7,"8-chloro-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine",pubchem_rest
Eszopiclone,Eszopiclone,969472,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,388.8,0.5,"[(7S)-6-(5-chloro-2-pyridinyl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",pubchem_rest
Etamsylate (Ethamsylate),Etamsylate,17506,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O,263.31,,"2,5-dihydroxybenzenesulfonic acid;N-ethylethanamine",pubchem_rest
Ethadione,Ethadione,10630,CCN1C(=O)C(OC1=O)(C)C,157.17,0.7,"3-ethyl-5,5-dimethyl-1,3-oxazolidine-2,4-dione",pubchem_rest
Ethambutol,Ethambutol,14052,CCC(CO)NCCNC(CC)CO,204.31,-0.1,(2S)-2-[2-[[(2S)-1-hydroxybutan-2-yl]amino]ethylamino]butan-1-ol,pubchem_rest
Ethanol,Ethanol,702,CCO,46.07,-0.1,ethanol,pubchem_rest
Ethchlorvynol,Ethchlorvynol,5281077,CCC(C=CCl)(C#C)O,144.60,1.5,(E)-1-chloro-3-ethylpent-1-en-4-yn-3-ol,pubchem_rest
Ethinamate,Ethinamate,3284,C#CC1(CCCCC1)OC(=O)N,167.20,1.3,(1-ethynylcyclohexyl) carbamate,pubchem_rest
Ethosuximide,Ethosuximide,3291,CCC1(CC(=O)NC1=O)C,141.17,0.4,"3-ethyl-3-methylpyrrolidine-2,5-dione",pubchem_rest
Ethyl chloride,Ethyl chloride,6337,CCCl,64.51,1.2,chloroethane,pubchem_rest
Ethylene glycol,Ethylene glycol,174,C(CO)O,62.07,-1.4,"ethane-1,2-diol",pubchem_rest
Ethylmorphine (Dionin),Ethylmorphine,5359271,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,313.4,1.5,"(4R,4aR,7S,7aR,12bS)-9-ethoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",pubchem_rest
"Ethylone (3,4-Methylenedioxy-N- ethylcathinone, = MDED, bk-MDEA)",Ethylone,57252245,CCNC(C)C(=O)C1=CC2=C(C=C1)OCO2,221.25,1.8,"1-(1,3-benzodioxol-5-yl)-2-(ethylamino)propan-1-one",pubchem_rest
Ethylphenidate,Ethylphenidate,3080846,CCOC(=O)C(C1CCCCN1)C2=CC=CC=C2,247.33,0.6,ethyl 2-phenyl-2-piperidin-2-ylacetate,pubchem_rest
Etidocaine,Etidocaine,37497,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C,276.4,3.7,"N-(2,6-dimethylphenyl)-2-[ethyl(propyl)amino]butanamide",pubchem_rest
Etilefrine,Etilefrine,3306,CCNCC(C1=CC(=CC=C1)O)O,181.23,0.1,3-[2-(ethylamino)-1-hydroxyethyl]phenol,pubchem_rest
Etizolam,Etizolam,3307,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,342.8,2.6,"7-(2-chlorophenyl)-4-ethyl-13-methyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaene",pubchem_rest
Etodolac,Etodolac,3308,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,287.35,2.8,"2-(1,8-diethyl-4,9-dihydro-3H-pyrano[3,4-b]indol-1-yl)acetic acid",pubchem_rest
Etomidate,Etomidate,667484,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,244.29,3,ethyl 3-[(1R)-1-phenylethyl]imidazole-4-carboxylate,pubchem_rest
Etoposide,Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,588.6,0.6,"(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",pubchem_rest
Etoricoxib,Etoricoxib,123619,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,358.8,3.3,5-chloro-2-(6-methyl-3-pyridinyl)-3-(4-methylsulfonylphenyl)pyridine,pubchem_rest
Etravirine (ETR),Etravirine,193962,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,435.3,4.5,"4-[6-amino-5-bromo-2-(4-cyanoanilino)pyrimidin-4-yl]oxy-3,5-dimethylbenzonitrile",pubchem_rest
Everolimus,Everolimus,6442177,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,958.2,5.9,"(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone",pubchem_rest
Ezetimibe,Ezetimibe,150311,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,409.4,4,"(3R,4S)-1-(4-fluorophenyl)-3-[(3S)-3-(4-fluorophenyl)-3-hydroxypropyl]-4-(4-hydroxyphenyl)azetidin-2-one",pubchem_rest
Famotidine,Famotidine,5702160,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,337.5,-0.6,"3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide",pubchem_rest
Favipiravir,Favipiravir,492405,C1=C(N=C(C(=O)N1)C(=O)N)F,157.10,-0.6,5-fluoro-2-oxo-1H-pyrazine-3-carboxamide,pubchem_rest
Febuxostat,Febuxostat,134018,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,316.4,3.9,"2-[3-cyano-4-(2-methylpropoxy)phenyl]-4-methyl-1,3-thiazole-5-carboxylic acid",pubchem_rest
Felbamate,Felbamate,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,238.24,0.6,(3-carbamoyloxy-2-phenylpropyl) carbamate,pubchem_rest
Felbinac,Felbinac,3332,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,212.24,3,2-(4-phenylphenyl)acetic acid,pubchem_rest
Felodipine,Felodipine,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,384.2,3.9,"5-O-ethyl 3-O-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Fenbufen,Fenbufen,3335,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,254.28,3.2,4-oxo-4-(4-phenylphenyl)butanoic acid,pubchem_rest
Fendiline,Fendiline,3336,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,315.5,5.5,"3,3-diphenyl-N-(1-phenylethyl)propan-1-amine",pubchem_rest
Fenetylline (Fenethylline),Fenetylline,19527,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C,341.4,1.4,"1,3-dimethyl-7-[2-(1-phenylpropan-2-ylamino)ethyl]purine-2,6-dione",pubchem_rest
Fenfluramine,Fenfluramine,3337,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,231.26,3.4,N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine,pubchem_rest
Fenitrothion,Fenitrothion,31200,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],277.24,3.3,dimethoxy-(3-methyl-4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,pubchem_rest
Fenofibrate,Fenofibrate,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,360.8,5.2,propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,pubchem_rest
Fenoldopam,Fenoldopam,3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,305.75,2.4,"9-chloro-5-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepine-7,8-diol",pubchem_rest
Fenoprofen,Fenoprofen,3342,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,242.27,3.3,2-(3-phenoxyphenyl)propanoic acid,pubchem_rest
Fenoterol,Fenoterol,3343,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,303.35,2,"5-[1-hydroxy-2-[1-(4-hydroxyphenyl)propan-2-ylamino]ethyl]benzene-1,3-diol",pubchem_rest
Fentanyl,Fentanyl,3345,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,336.5,4,N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide,pubchem_rest
Fenthion,Fenthion,3346,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,278.3,4.1,dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane,pubchem_rest
Fesoterodine,Fesoterodine,6918558,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,411.6,5.5,[2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-(hydroxymethyl)phenyl] 2-methylpropanoate,pubchem_rest
Fexofenadine,Fexofenadine,3348,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,501.7,3,2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid,pubchem_rest
Finasteride,Finasteride,57363,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,372.5,3,"(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-tert-butyl-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",pubchem_rest
Fingolimod,Fingolimod,107970,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,307.5,4.2,"2-amino-2-[2-(4-octylphenyl)ethyl]propane-1,3-diol",pubchem_rest
Flecainide,Flecainide,3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,414.34,3.8,"N-(piperidin-2-ylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide",pubchem_rest
"Flephedrone (4-Fluoromethcathinone, 4-FMC)",Flephedrone,49853406,CC(C(=O)C1=CC=C(C=C1)F)NC,181.21,1.7,1-(4-fluorophenyl)-2-(methylamino)propan-1-one,pubchem_rest
Fleroxacin,Fleroxacin,3357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,369.34,-0.1,"6,8-difluoro-1-(2-fluoroethyl)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid",pubchem_rest
Flibanserin,Flibanserin,6918248,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F,390.4,3.3,3-[2-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]ethyl]-1H-benzimidazol-2-one,pubchem_rest
