drug_name_raw,query_name,status,cid,smiles,mw,logp,iupac
Bendroflumethiazide,Bendroflumethiazide,match,2315,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,421.4,1.2,"3-benzyl-1,1-dioxo-6-(trifluoromethyl)-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide"
Benoxaprofen,Benoxaprofen,match,39941,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,301.72,4.1,"2-[2-(4-chlorophenyl)-1,3-benzoxazol-5-yl]propanoic acid"
Benperidol,Benperidol,match,16363,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,381.4,3.7,3-[1-[4-(4-fluorophenyl)-4-oxobutyl]piperidin-4-yl]-1H-benzimidazol-2-one
Benzbromarone,Benzbromarone,match,2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,424.1,5.7,"(3,5-dibromo-4-hydroxyphenyl)-(2-ethyl-1-benzofuran-3-yl)methanone"
Benzene,Benzene,match,241,C1=CC=CC=C1,78.11,2.1,benzene
Benzonatate,Benzonatate,match,7699,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,603.7,2.4,2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-(butylamino)benzoate
Benzoylecgonine,Benzoylecgonine,match,448223,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O,289.33,-0.3,"(1R,2R,3S,5S)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid"
Benzphetamine,Benzphetamine,match,5311017,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,239.35,4.1,(2S)-N-benzyl-N-methyl-1-phenylpropan-2-amine
Benztropine,Benztropine,match,1201549,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,307.4,4.5,"(1R,5S)-3-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane"
Benzydamine,Benzydamine,match,12555,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,309.4,3.9,"3-(1-benzylindazol-3-yl)oxy-N,N-dimethylpropan-1-amine"
Benzyl alcohol,Benzyl alcohol,match,244,C1=CC=C(C=C1)CO,108.14,1.1,phenylmethanol
Benzylpenicillin,Benzylpenicillin,match,5904,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,334.4,1.8,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
N-Benzylpiperazine,N-Benzylpiperazine,match,75994,C1CN(CCN1)CC2=CC=CC=C2,176.26,1.3,1-benzylpiperazine
Bepridil,Bepridil,match,2351,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,366.5,5.3,N-benzyl-N-[3-(2-methylpropoxy)-2-pyrrolidin-1-ylpropyl]aniline
Beryllium,Beryllium,match,5460467,[Be],9.012183,,beryllium
Betacarotene,Betacarotene,match,5280489,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,536.9,13.5,"1,3,3-trimethyl-2-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene"
Betaxolol,Betaxolol,match,2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,307.4,2.8,1-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-3-(propan-2-ylamino)propan-2-ol
Bethanidine,Bethanidine,match,2368,CNC(=NC)NCC1=CC=CC=C1,177.25,0.9,"1-benzyl-2,3-dimethylguanidine"
Bevantolol,Bevantolol,match,2372,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,345.4,3,"1-[2-(3,4-dimethoxyphenyl)ethylamino]-3-(3-methylphenoxy)propan-2-ol"
Bezafibrate,Bezafibrate,match,39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,361.8,3.8,2-[4-[2-[(4-chlorobenzoyl)amino]ethyl]phenoxy]-2-methylpropanoic acid
Bicalutamide,Bicalutamide,match,2375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,430.4,2.3,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide
Biperiden,Biperiden,match,2381,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,311.5,4.3,1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ylpropan-1-ol
Bisoprolol,Bisoprolol,match,2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,325.4,1.9,1-(propan-2-ylamino)-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propan-2-ol
Bopindolol,Bopindolol,match,44112,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,380.5,4.7,[1-(tert-butylamino)-3-[(2-methyl-1H-indol-4-yl)oxy]propan-2-yl] benzoate
Borate,Borate,match,26574,B([O-])([O-])[O-],58.81,,borate
Boron,Boron,match,5462311,[B],10.81,,boron
Bornaprine,Bornaprine,match,70687267,CCN(CC)CCCOC(=O)C1(CC2CCC1C2)C3=CC=CC=C3,329.5,4.7,"3-(diethylamino)propyl (1S,4R)-2-phenylbicyclo[2.2.1]heptane-2-carboxylate"
Bosentan,Bosentan,match,104865,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,551.6,3.8,4-tert-butyl-N-[6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-2-pyrimidin-2-ylpyrimidin-4-yl]benzenesulfonamide
Brallobarbital (Brallobarbitone),Brallobarbital,match,68416,C=CCC1(C(=O)NC(=O)NC1=O)CC(=C)Br,287.11,1.5,"5-(2-bromoprop-2-enyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"
Bretylium,Bretylium,match,2431,CC[N+](C)(C)CC1=CC=CC=C1Br,243.16,2.8,(2-bromophenyl)methyl-ethyl-dimethylazanium
Brivaracetam,Brivaracetam,match,9837243,CCCC1CC(=O)N(C1)C(CC)C(=O)N,212.29,1,(2S)-2-[(4R)-2-oxo-4-propylpyrrolidin-1-yl]butanamide
Brodifacoum,Brodifacoum,match,54680676,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br,523.4,7.6,"3-[3-[4-(4-bromophenyl)phenyl]-1,2,3,4-tetrahydronaphthalen-1-yl]-4-hydroxychromen-2-one"
Bromadiolon,Bromadiolon,match,54680085,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O,527.4,6.1,3-[3-[4-(4-bromophenyl)phenyl]-3-hydroxy-1-phenylpropyl]-4-hydroxychromen-2-one
Bromazepam,Bromazepam,match,2441,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,316.15,1.7,"7-bromo-5-pyridin-2-yl-1,3-dihydro-1,4-benzodiazepin-2-one"
Bromide,Bromide,match,259,[Br-],79.90,1,bromide
Bromisoval,Bromisoval,match,2447,CC(C)C(C(=O)NC(=O)N)Br,223.07,1.1,2-bromo-N-carbamoyl-3-methylbutanamide
Bromocriptine,Bromocriptine,match,31101,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,654.6,3.8,"(6aR,9R)-5-bromo-N-[(1S,2S,4R,7S)-2-hydroxy-7-(2-methylpropyl)-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide"
"25B-NBOMe (2-(4-bromo-2,5- dimethoxyphenyl)-N-[(2- methoxyphenyl)methyl]ethanamine)",25B-NBOMe,match,9977044,COC1=CC=CC=C1CNCCC2=CC(=C(C=C2OC)Br)OC,380.3,3.9,"2-(4-bromo-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethanamine"
Bromoxynil,Bromoxynil,match,15531,C1=C(C=C(C(=C1Br)O)Br)C#N,276.91,3.5,"3,5-dibromo-4-hydroxybenzonitrile"
Bromperidol,Bromperidol,match,2448,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,420.3,3.3,4-[4-(4-bromophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one
Brompheniramine,Brompheniramine,match,6834,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,319.24,3.5,"3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine"
Brotizolam,Brotizolam,match,2451,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,393.7,2.8,"4-bromo-7-(2-chlorophenyl)-13-methyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaene"
Budesonide,Budesonide,match,5281004,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one"
Budipine,Budipine,match,68778,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,293.4,5.2,"1-tert-butyl-4,4-diphenylpiperidine"
Buflomedil,Buflomedil,match,2467,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC,307.4,2.3,"4-pyrrolidin-1-yl-1-(2,4,6-trimethoxyphenyl)butan-1-one"
Bumetanide,Bumetanide,match,2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,364.4,2.8,3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid
Bunitrolol,Bunitrolol,match,2473,CC(C)(C)NCC(COC1=CC=CC=C1C#N)O,248.32,1.9,2-[3-(tert-butylamino)-2-hydroxypropoxy]benzonitrile
Bupivacaine,Bupivacaine,match,2474,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,288.4,3.4,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide"
Bupranolol,Bupranolol,match,2475,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O,271.78,2.8,1-(tert-butylamino)-3-(2-chloro-5-methylphenoxy)propan-2-ol
Buprenorphine,Buprenorphine,match,644073,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,467.6,5,"(1S,2S,6R,14R,15R,16R)-5-(cyclopropylmethyl)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11-trien-11-ol"
Bupropion (Amfebutamone),Bupropion,match,444,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,239.74,3.2,2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one
Buspirone,Buspirone,match,2477,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,385.5,2.6,"8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-8-azaspiro[4.5]decane-7,9-dione"
Busulfan,Busulfan,match,2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,246.3,-0.5,4-methylsulfonyloxybutyl methanesulfonate
Butalbital,Butalbital,match,2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,224.26,1.7,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"
Butanone,Butanone,match,6569,CCC(=O)C,72.11,0.3,butan-2-one
Butaperazine,Butaperazine,match,12598,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,409.6,5,1-[10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazin-2-yl]butan-1-one
Butorphanol,Butorphanol,match,5361092,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,327.5,3.8,"(1S,9R,10S)-17-(cyclobutylmethyl)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene-4,10-diol"
Butriptyline,Butriptyline,match,21772,CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C,293.4,5.1,"N,N,2-trimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenyl)propan-1-amine"
Butylone,Butylone,match,56843046,CCC(C(=O)C1=CC2=C(C=C1)OCO2)NC,221.25,1.9,"1-(1,3-benzodioxol-5-yl)-2-(methylamino)butan-1-one"
Butylscopolamine,Butylscopolamine,match,160883,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,360.5,2.6,"[(1R,2R,4S,5S)-9-butyl-9-methyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate"
Cabergoline,Cabergoline,match,54746,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,451.6,3.4,"(6aR,9R,10aR)-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)-7-prop-2-enyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide"
Cadmium,Cadmium,match,23973,[Cd],112.41,,cadmium
Caffeine (Coffein),Caffeine,match,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,194.19,-0.1,"1,3,7-trimethylpurine-2,6-dione"
Calcifediol (Calcidiol; see also Vitamin D),Calcifediol,match,5283731,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,400.6,6.2,"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol"
Camazepam,Camazepam,match,37367,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)OC(=O)N(C)C)C3=CC=CC=C3,371.8,2.8,"(7-chloro-1-methyl-2-oxo-5-phenyl-3H-1,4-benzodiazepin-3-yl) N,N-dimethylcarbamate"
Camostat,Camostat,match,2536,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,398.4,1.1,[4-[2-[2-(dimethylamino)-2-oxoethoxy]-2-oxoethyl]phenyl] 4-(diaminomethylideneamino)benzoate
Camphor,Camphor,match,2537,CC1(C2CCC1(C(=O)C2)C)C,152.23,2.2,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one"
Canagliflozin,Canagliflozin,match,24812758,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,444.5,3.2,"(2S,3R,4R,5S,6R)-2-[3-[[5-(4-fluorophenyl)thiophen-2-yl]methyl]-4-methylphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol"
Candesartan,Candesartan,match,2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,440.5,4.1,2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid
Captopril,Captopril,match,44093,CC(CS)C(=O)N1CCCC1C(=O)O,217.29,0.3,(2S)-1-[(2S)-2-methyl-3-sulfanylpropanoyl]pyrrolidine-2-carboxylic acid
Carazolol,Carazolol,match,71739,CC(C)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O,298.4,3.6,1-(9H-carbazol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol
Carbachol,Carbachol,match,5831,C[N+](C)(C)CCOC(=O)N.[Cl-],182.65,,2-carbamoyloxyethyl(trimethyl)azanium chloride
Carbamazepine,Carbamazepine,match,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,236.27,2.5,benzo[b][1]benzazepine-11-carboxamide
Carbaryl,Carbaryl,match,6129,CNC(=O)OC1=CC=CC2=CC=CC=C21,201.22,2.4,naphthalen-1-yl N-methylcarbamate
Carbenoxolone,Carbenoxolone,match,636403,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,570.8,6.4,"(2S,4aS,6aR,6aS,6bR,8aR,10S,12aS,14bR)-10-(3-carboxypropanoyloxy)-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic acid"
Carbidopa,Carbidopa,match,34359,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,226.23,-2.2,"(2S)-3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid"
Carbimazole,Carbimazole,match,31072,CCOC(=O)N1C=CN(C1=S)C,186.23,0.7,ethyl 3-methyl-2-sulfanylideneimidazole-1-carboxylate
Carbinoxamine,Carbinoxamine,match,2564,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,290.79,2.9,"2-[(4-chlorophenyl)-pyridin-2-ylmethoxy]-N,N-dimethylethanamine"
Carbocromene (Carbochromene),Carbocromene,match,12604,CCN(CC)CCC1=C(C2=C(C=C(C=C2)OCC(=O)OCC)OC1=O)C,361.4,3.1,ethyl 2-[3-[2-(diethylamino)ethyl]-4-methyl-2-oxochromen-7-yl]oxyacetate
Carbon monoxide,Carbon monoxide,match,281,[C-]#[O+],28.010,0.7,carbon monoxide
Carbon tetrachloride,Carbon tetrachloride,match,5943,C(Cl)(Cl)(Cl)Cl,153.8,2.8,tetrachloromethane
Carboplatin,Carboplatin,match,10339178,C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2],371.25,,"azane;cyclobutane-1,1-dicarboxylate;platinum(2+)"
Carbromal(um),Carbromal,match,6488,CCC(CC)(C(=O)NC(=O)N)Br,237.09,1.5,2-bromo-N-carbamoyl-2-ethylbutanamide
Carfentanil,Carfentanil,match,62156,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC,394.5,3.8,methyl 1-(2-phenylethyl)-4-(N-propanoylanilino)piperidine-4-carboxylate
Cariprazine,Cariprazine,match,11154555,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,427.4,4.3,"3-[4-[2-[4-(2,3-dichlorophenyl)piperazin-1-yl]ethyl]cyclohexyl]-1,1-dimethylurea"
Carisoprodol,Carisoprodol,match,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,260.33,1.9,[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate
Carteolol,Carteolol,match,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,292.37,1,"5-[3-(tert-butylamino)-2-hydroxypropoxy]-3,4-dihydro-1H-quinolin-2-one"
Carvedilol,Carvedilol,match,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,406.5,4.2,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol
Cathine,Cathine,match,441457,CC(C(C1=CC=CC=C1)O)N,151.21,0.8,"(1S,2S)-2-amino-1-phenylpropan-1-ol"
Cathinone,Cathinone,match,62258,CC(C(=O)C1=CC=CC=C1)N,149.19,1.1,(2S)-2-amino-1-phenylpropan-1-one
Cefaclor,Cefaclor,match,51039,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,367.8,-1.8,"(6R,7R)-7-[[(2R)-2-amino-2-phenylacetyl]amino]-3-chloro-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefadroxil,Cefadroxil,match,47965,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,363.4,-2.1,"(6R,7R)-7-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefalexin,Cefalexin,match,27447,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,347.4,0.6,"(6R,7R)-7-[[(2R)-2-amino-2-phenylacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefaloridine,Cefaloridine,match,5773,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4,415.5,1.9,"(6R,7R)-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-7-[(2-thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"
Cefamandole,Cefamandole,match,456255,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,462.5,-0.9,"(6R,7R)-7-[[(2R)-2-hydroxy-2-phenylacetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefazolin,Cefazolin,match,33255,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,454.5,-0.4,"(6R,7R)-3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefdinir,Cefdinir,match,6915944,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,395.4,0,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefepime,Cefepime,match,5479537,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],480.6,-0.1,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"
Cefetamet,Cefetamet,match,5487888,CC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,397.4,-0.7,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefixime,Cefixime,match,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,453.5,-0.7,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(carboxymethoxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefmenoxime,Cefmenoxime,match,9570757,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,511.6,0,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefodizime,Cefodizime,match,5361871,CC1=C(SC(=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,584.7,0.2,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[[5-(carboxymethyl)-4-methyl-1,3-thiazol-2-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefoperazone,Cefoperazone,match,44187,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,645.7,-0.7,"(6R,7R)-7-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefotaxime,Cefotaxime,match,5742673,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,455.5,-1.4,"(6R,7R)-3-(acetyloxymethyl)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefotetan,Cefotetan,match,53025,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,575.6,0.1,"(6R,7S)-7-[[4-(2-amino-1-carboxy-2-oxoethylidene)-1,3-dithietane-2-carbonyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
Cefotiam,Cefotiam,match,43708,CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O,525.6,-2.4,"(6R,7R)-7-[[2-(2-amino-1,3-thiazol-4-yl)acetyl]amino]-3-[[1-[2-(dimethylamino)ethyl]tetrazol-5-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"
